,id
310,1420176263717740546
311,1420176125645496328
312,1420175778231242752
313,1420175399661756424
314,1420174239118790660
315,1420173931776970755
316,1420173177066594306
317,1442583810223140872
318,1442583718363746307
319,1442583216771125252
320,1442583182675615744
321,1442583094221946880
322,1442582954530672645
323,1442582922272251906
324,1442582593933746183
325,1442582294288424966
326,1442582181671424005
327,1442581768620560386
328,1442581553763078146
329,1442580285699231744
330,1442580165226164230
331,1442580070288138251
332,1442579928172531712
333,1442571981262569476
334,1442571749711769600
335,1442571582682009603
336,1442571485554434048
337,1442571440348352528
338,1442571259968036869
339,1442571088127569924
340,1442570996469284867
341,1442566077251264516
342,1442566067105124353
343,1442565805602971649
344,1442565020211052548
345,1442564792183660551
346,1442564741021507585
347,1442564416470401029
348,1442564379073994753
349,1442564058050281474
350,1442564041940029441
351,1442563933005619203
352,1442563920535998469
353,1442532742726504452
354,1442532651852832777
355,1442527213060968456
356,1442527187974836225
357,1442527161160658948
358,1442495875066974217
359,1442495789436059655
360,1442495338162524167
361,1442495254083497991
362,1442494610526244875
363,1442494150142611457
364,1442493892700475404
365,1442469388997644293
366,1442469258340958223
367,1442469167517425669
368,1442469103290044438
369,1442468947798888454
370,1442468649088913416
371,1442468402946199552
372,1442468155951968265
373,1442468118605938688
374,1442467609950056456
375,1442467546595151873
376,1442467458833477635
377,1442467343519522823
378,1442364094003048449
379,1442354295626616832
380,1442354039430127621
381,1442353961906802696
382,1442353781216137218
383,1442352988362784771
384,1442342747030138880
385,1442327039189479432
386,1442326875041320962
387,1442326810310684674
388,1442326762872999939
389,1442326729700298754
390,1442325293600055298
391,1442324940724703238
392,1442324293572980741
393,1442321706668990466
394,1442321152307863553
395,1442320011301990402
396,1442314470529781762
397,1442314406742790147
398,1442314107932135425
399,1442313865371418626
400,1442313791631347714
401,1442313480007077891
402,1442312988866736128
403,1442312943668903943
404,1442312387676106754
405,1442311617736163333
406,1442311533753557002
407,1442310766183403523
408,1442310381616046082
409,1442295455069704192
410,1442275831494021122
411,1442274052110913543
412,1442273499427393537
413,1442273429973979141
414,1442273120719572993
415,1442270916445044737
416,1442270243137540097
417,1442270067417174016
418,1442269907098300423
419,1442269105814261764
420,1442266751262081028
421,1442266488459517953
422,1442266327230521345
423,1442266287149752323
424,1442264289084153864
425,1442263981490466823
426,1442261569321279492
427,1442259982821568514
428,1442257905823084552
429,1442257825648889856
430,1442257724817903616
431,1442257642617905160
432,1442257408709984258
433,1442257251352281093
434,1442257221652344834
435,1442255953743663112
436,1442253961604395009
437,1442253758667264003
438,1442253659694264322
439,1442253640614309888
440,1442171995823636482
441,1442171572186324992
442,1442171247303872531
443,1442171158757928962
444,1442171109084856320
445,1442170401170223109
446,1442170270328844298
447,1442170218298503168
448,1442170194961465347
449,1442170034290262023
450,1442169981442027521
451,1442169958339727370
452,1442169866329346053
453,1442169705288982533
454,1442169631284760580
455,1442169487680163842
456,1442169439844134915
457,1442169142761562117
458,1442169115473420295
459,1442164941457268736
460,1442164862742786056
461,1442164746396962826
462,1442164670215843844
463,1442147935030956036
464,1442146320794349571
465,1442139297784684544
466,1442138079968509953
467,1442137958497153032
468,1442137900028764163
469,1442137799822618624
470,1442137268660187137
471,1442136655951970304
472,1442136214249918466
473,1442136064060178433
474,1442133889401589769
475,1442133384621277198
476,1442132764870938633
477,1442132531239813126
478,1442132198736347140
479,1442130756487155715
480,1442130694289854473
481,1442130495605600260
482,1442130335462948866
483,1442130269834674184
484,1442130206932701185
485,1442130131208732673
486,1442129983510437889
487,1442129964556427270
488,1442129781626060800
489,1442129270428430337
490,1442129129386614791
491,1442129108410908681
492,1442128670206742530
493,1442128459807920131
494,1442128205930852354
495,1442128101236871184
496,1442128020630691846
497,1442127837796782080
498,1442127733257957377
499,1442127700437569539
500,1442127650516987907
501,1442127475018911759
502,1442127466768732161
503,1442126860230422538
504,1442126623327678468
505,1442126495569235972
506,1442126388996100105
507,1442126004940464130
508,1442125923608760322
509,1442125777760178184
510,1442125117643898885
511,1442124916346658816
512,1442124252484800519
513,1442123236204974094
514,1442122626072150016
515,1442122447826808835
516,1442122197049376778
517,1442006468568367106
518,1442006036919963648
519,1442005946239045632
520,1442005868539617287
521,1442005801095217152
522,1442003666886488071
523,1442003579062022153
524,1442003419372261381
525,1442003380642062339
526,1442002969872908297
527,1442002933072101382
528,1441994684386078723
529,1441994613691072512
530,1441994477854281731
531,1441990869364576265
532,1441990841615093762
533,1441988445312729098
534,1441983992912175112
535,1441980993263464454
536,1441980899118125066
537,1441980693613924367
538,1441980625288790019
539,1441980455947956229
540,1441980383214538761
541,1441980171829932038
542,1441979072104452097
543,1441959186087092228
544,1441958703813435401
545,1441958665251004416
546,1441958528990670854
547,1441958274941653002
548,1441957540984549381
549,1441957526916907009
550,1441957503315574794
551,1441957424064196612
552,1441957372218413058
553,1441957119079567360
554,1441957101207650307
555,1441956882759892997
556,1441956851097034755
557,1441956631441408002
558,1441955786616238081
559,1441928016037171208
560,1441924444197318662
561,1441924417794162688
562,1441917990715342851
563,1441917460769243144
564,1441917444205907973
565,1441917413910462471
566,1441917378896355336
567,1441917359229341699
568,1441917236726304770
569,1441913221670002690
570,1441907329532719115
571,1441902439033032709
572,1441902411644162049
573,1441901801100308481
574,1441901780929900550
575,1441901689003393028
576,1441901664789663750
577,1441901546938122240
578,1441901441535250436
579,1441901422610501632
580,1441901306197594123
581,1441901177034084358
582,1441898356393984006
583,1441888244589682689
584,1441888022299963393
585,1441887854850756612
586,1441887078904598529
587,1441884990099189769
588,1441884931576066048
589,1441884681734004736
590,1441884562649354242
591,1441884377751777286
592,1441883940843753478
593,1441883530867314690
594,1441883454073757696
595,1441882896671952898
596,1441879360760254465
597,1441876839375405056
598,1441875513832706048
599,1441875462976786436
600,1441875247590821888
601,1441875142347411462
602,1441875118330761219
603,1441875042061619203
604,1441874786632626180
605,1441874459959324672
606,1441874340870381571
607,1441874220544233475
608,1441874084543930372
609,1441873825306603524
610,1441873672227016710
611,1441873607500582914
612,1441873531105542149
613,1441873470510407684
614,1441873268823056390
615,1441873175663448067
616,1441873115915554829
617,1441873030347583496
618,1441872825086713857
619,1441872585638092809
620,1441872410068717569
621,1441838801345658882
622,1441836635918901248
623,1441835071032356871
624,1441816957464891395
625,1441816803403960332
626,1441807877262364672
627,1441807755715567620
628,1441807604028563457
629,1441805620995231751
630,1441805596332736519
631,1441805255281287170
632,1441805227569545233
633,1441805075043602445
634,1441801911372369928
635,1441801504663371777
636,1441799452369379336
637,1441799326930407431
638,1441799280734310401
639,1441799017038376971
640,1441798991574831111
641,1441788898376499201
642,1441788863026851845
643,1441788191598526471
644,1441788156139823107
645,1441788064876011531
646,1441787919472099329
647,1441787722880802821
648,1441787101603794948
649,1441786947324690433
650,1441786739983486987
651,1441786446226989057
652,1441786411779117060
653,1441786237837185029
654,1441786161815441417
655,1441785068607836168
656,1441785015843520512
657,1441784991638167557
658,1441784868644421633
659,1441784674414518273
660,1441784663484166155
661,1441779479278358529
662,1441779311552315396
663,1441779285753155592
664,1441778847565770753
665,1441778346283520011
666,1441778258928758786
667,1441777729024585730
668,1441777214878478344
669,1441776946459779084
670,1441776914843144193
671,1441776811361243139
672,1441776751403696136
673,1441776665156206600
674,1441776560889946113
675,1441776479973490693
676,1441763783983075331
677,1441763533134303238
678,1441763217521328134
679,1441763187808825352
680,1441762877258436614
681,1441762809943973893
682,1441618321976135687
683,1441618070368186370
684,1441617956656476161
685,1441617862246887430
686,1441617552522678287
687,1441617437191913479
688,1441617394925916167
689,1441617349908459520
690,1441617089345687554
691,1441616310337634304
692,1441616036780920838
693,1441615741015392257
694,1441615382419181575
695,1441614837591666696
696,1441614551011577864
697,1441614436070879232
698,1441613942321672194
699,1441613903889256452
700,1441613711232229376
701,1441613698011856897
702,1441612976507654152
703,1441612942194008072
704,1441612410981261315
705,1441612061990002697
706,1441611990309298176
707,1441611949133815808
708,1441611259862872068
709,1441611179793604615
710,1441611100219330562
711,1441610778369355777
712,1441610433681448964
713,1441610360545447936
714,1441610125530124288
715,1441609615838375937
716,1441609556652539905
717,1441608977452658690
718,1441608779603214342
719,1441608407534899200
720,1441608246104453123
721,1441608042844340230
722,1441607945372925953
723,1441607883976630272
724,1441607856604606472
725,1441607203589218305
726,1441604155563405320
727,1441604072574881794
728,1441604014114676743
729,1441603751903518722
730,1441603708974862336
731,1441603635440324614
732,1441603285257900042
733,1441603216928477190
734,1441603168756920323
735,1441602854813274116
736,1441602766590201856
737,1441602674290348042
738,1441602616186658819
739,1441602481457283080
740,1441600544544477184
741,1441600528073379840
742,1441591550983618563
743,1441591480057929738
744,1441591143418904580
745,1441591046983409669
746,1441590969732718600
747,1441590606862503941
748,1441590606640279557
749,1441590483076009997
750,1441590451576852481
751,1441590400666374154
752,1441590249197428741
753,1441590205367021577
754,1441589963573772293
755,1441589903435784192
756,1441589876546179085
757,1441589515710185472
758,1441589165875892229
759,1441589140550602755
760,1441588067895185420
761,1441588016342986752
762,1441587927608266754
763,1441587841478184961
764,1441587814076858376
765,1441587775459840014
766,1441587756392587264
767,1441587442151137280
768,1441587339533250565
769,1441587254065991688
770,1441587182347587588
771,1441587153683681282
772,1441587053464993792
773,1441586989900259334
774,1441586966122823687
775,1441586409916174346
776,1441586293205442564
777,1441586261974679554
778,1441586008856797187
779,1441585941601144832
780,1441585632778731525
781,1441585583021690882
782,1441575624804425730
783,1441575382881243140
784,1441575213154521096
785,1441574993486180361
786,1441574725096906752
787,1441574474524991488
788,1441574428869988359
789,1441574040783572998
790,1441574011134091264
791,1441573977462214658
792,1441573794884112385
793,1441573729394315273
794,1441573227210240008
795,1441573181110640642
796,1441572936838643714
797,1441569004573716489
798,1441568926375178243
799,1441567963962769417
800,1441567945331675136
801,1441567788003332102
802,1441567378312105990
803,1441567238906007559
804,1441566928653357057
805,1441566823497887744
806,1441536188523823104
807,1441536161424437253
808,1441536131401539590
809,1441536005199183879
810,1441535981006376963
811,1441535896617062406
812,1441535844154630144
813,1441535766186762243
814,1441535713724428293
815,1441535701841969157
816,1441535689242267649
817,1441535617603555331
818,1441535566357483526
819,1441535470488326144
820,1441535375168524289
821,1441535115729911811
822,1441534311409221639
823,1441534252986748930
824,1441534238482862080
825,1441534196019695624
826,1441533605101117448
827,1441533584922365954
828,1441533401131991046
829,1441533390453420034
830,1441533222928601091
831,1441533186949931010
832,1441533095547752448
833,1441533071430455302
834,1441533013330964480
835,1441532988697702402
836,1441532895617765376
837,1441532769394376707
838,1441532554260017153
839,1441532351419408387
840,1441531968055746565
841,1441531830579220482
842,1441531796315721736
843,1441531778980777989
844,1441531740871352321
845,1441531730817691653
846,1441531712236883969
847,1441531658126061568
848,1441527826784526339
849,1441527798162624518
850,1441527759176675328
851,1441527611893555204
852,1441527439990079489
853,1441527391143141378
854,1441527344527593473
855,1441527326144147459
856,1441527142618120192
857,1441527005153939457
858,1441526973998698496
859,1441526876523020288
860,1441526816825561089
861,1441526662940618752
862,1441526603083915264
863,1441526587846012931
864,1441526552504770560
865,1441526422812573698
866,1441484870706864132
867,1441483933284065289
868,1441483889009053704
869,1441483867047686153
870,1441483845094674436
871,1441483823628238851
872,1441483774772932608
873,1441463204836614162
874,1441463022552190986
875,1441462902414659585
876,1441462883338973186
877,1441462737960267777
878,1441462690677882893
879,1441447326183165956
880,1441447026537865224
881,1441446753908117504
882,1441446246053388288
883,1441445669701488642
884,1441445241727320064
885,1441445098412134402
886,1441444577651482626
887,1441444184259325956
888,1441443885306109955
889,1441442946583187462
890,1441442434613858304
891,1441441243028885516
892,1441441215472226308
893,1441440563337650182
894,1441439957361459212
895,1441432346771673099
896,1441432264798183430
897,1441431509672464384
898,1441431157963251725
899,1441430785899171851
900,1441430633075515393
901,1441430382319063046
902,1441428518412304384
903,1441428082909323270
904,1441426205392080903
905,1441425966077669387
906,1441424498658447368
907,1441424078020038658
908,1441423742215675923
909,1441423189205155842
910,1441421926279237635
911,1441421633344786432
912,1441417662303653900
913,1441416742576611328
914,1441416322965929990
915,1441416244058460169
916,1441413119440392193
917,1441412978968956935
918,1441412815219167234
919,1441412739675553800
920,1441412225051156486
921,1441288321225744385
922,1441288144091897857
923,1441287776381530112
924,1441286086118936577
925,1441283259481001989
926,1441283187917819906
927,1441283139591045120
928,1441282326349025286
929,1441282285374898178
930,1441282212230430721
931,1441281973331185668
932,1441281875222294528
933,1441281672507363335
934,1441279647291871235
935,1441279295431737346
936,1441277642712383496
937,1441277412432441344
938,1441276968553496579
939,1441276857643458575
940,1441276373889257474
941,1441276338787143682
942,1441276272630321158
943,1441275714930544645
944,1441275471178592262
945,1441260775000051716
946,1441260479209373696
947,1441260102086848520
948,1441259961925861376
949,1441259820313546773
950,1441259770334248964
951,1441259659009015815
952,1441240066743889929
953,1441239669019086852
954,1441239311765016576
955,1441239134345981958
956,1441238043415908353
957,1441237912150970370
958,1441237887488454666
959,1441236044569985026
960,1441235933886517251
961,1441235816957636617
962,1441235771877314560
963,1441235603618598925
964,1441235217197322242
965,1441234787067256836
966,1441234453339131906
967,1441233680320532488
968,1441233601283047424
969,1441233285816881152
970,1441232645698961410
971,1441232448977727491
972,1441232051747704837
973,1441231772172181508
974,1441231723417636868
975,1441231294038380544
976,1441230730294558727
977,1441230524161298432
978,1441229093173809152
979,1441229023867129867
980,1441228999913472006
981,1441228734862741509
982,1441228617040551940
983,1441228294410567683
984,1441227815681093633
985,1441227766821572609
986,1441227644540887042
987,1441227040728891396
988,1441226576859840514
989,1441226555980599297
990,1441226524854685698
991,1441218865006972929
992,1441218591169265671
993,1441216188491591682
994,1441215474692341760
995,1441215437274972160
996,1441215315011010563
997,1441214918011678729
998,1441214503446740994
999,1441172768947539968
1000,1441172325227847681
1001,1441172291518226433
1002,1441168474835873796
1003,1441168159914872833
1004,1441167910370623489
1005,1441167746813755396
1006,1441167720297353219
1007,1441167397583409157
1008,1441167066447302662
1009,1441160260677345292
1010,1441159338450558981
1011,1441157737690189837
1012,1441157477458796549
1013,1441157436933435397
1014,1441157025052778503
1015,1441156728213573648
1016,1441153290129973249
1017,1441153109636440065
1018,1441153014975193096
1019,1441152909106896896
1020,1441152852605366273
1021,1441152716194017284
1022,1441152643846615041
1023,1441152154232770576
1024,1441152131197595651
1025,1441152073899335681
1026,1441152048192364548
1027,1441151997382696962
1028,1441151930324058115
1029,1441151714120273923
1030,1441151595673161730
1031,1441151390861062145
1032,1441151300402565120
1033,1441151217963515905
1034,1441150412191506434
1035,1441150209019432967
1036,1441149991763025923
1037,1441149714083184641
1038,1441149500924612609
1039,1441149326915301377
1040,1441149189681864710
1041,1441112169320308742
1042,1441111656193347589
1043,1441084212891635726
1044,1441084174190854146
1045,1441084103453933581
1046,1441083806757183488
1047,1441083726272729092
1048,1441083634065109001
1049,1441083383245787140
1050,1441083242560380934
1051,1441081911334486030
1052,1441081411537186816
1053,1441078131159441413
1054,1441070204600061958
1055,1441069124709388288
1056,1441067154174922759
1057,1441067106858983432
1058,1441066753040138253
1059,1441064319962157059
1060,1441063734005305347
1061,1441058850853978113
1062,1441057021609009156
1063,1441056527192842240
1064,1441056386725646339
1065,1441056267020214273
1066,1441055788995207180
1067,1441055694438813709
1068,1441055578306985988
1069,1441055445691424786
1070,1441055280624664584
1071,1441055230024564740
1072,1441055107781517312
1073,1441054898305609728
1074,1441054553051308037
1075,1441053219187085315
1076,1441052234104508422
1077,1441052094878793731
1078,1441051734822973453
1079,1441051681207119882
1080,1441051478945255432
1081,1441050818308808704
1082,1441050603195539459
1083,1441050474434596872
1084,1441050388069715979
1085,1441050026554245126
1086,1441049996392996874
1087,1441049961873887234
1088,1441049878486925315
1089,1441047055560970246
1090,1441046958978732032
1091,1441046573517983754
1092,1440928366673240068
1093,1440928024384450560
1094,1440925975429009413
1095,1440924639761362945
1096,1440924011815321608
1097,1440923973605154826
1098,1440922702185779209
1099,1440922416608256002
1100,1440922372974858250
1101,1440922350241808396
1102,1440922151981228035
1103,1440921789022937091
1104,1440921616490192899
1105,1440921035860168713
1106,1440920938065719299
1107,1440920569755561985
1108,1440920107006369794
1109,1440919475331555333
1110,1440919421363449857
1111,1440919276152524800
1112,1440918906848247809
1113,1440918517495177216
1114,1440917612192362499
1115,1440916718637903873
1116,1440884678978801672
1117,1440864748732444674
1118,1440864695397744641
1119,1440864007011799042
1120,1440863943526735875
1121,1440863861993721856
1122,1440863753843531785
1123,1440863233284313091
1124,1440863133870919684
1125,1440862736418684930
1126,1440862646908043272
1127,1440851872135323652
1128,1440851841563070476
1129,1440851677351858186
1130,1440850285543313410
1131,1440850249338142727
1132,1440849558129442827
1133,1440847039269519360
1134,1440846491531186177
1135,1440845560806719489
1136,1440845138406764545
1137,1440845090897813507
1138,1440845033331064837
1139,1440844622612160524
1140,1440844262422167553
1141,1440843881994616832
1142,1440843734493511685
1143,1440843650242531330
1144,1440843414455476227
1145,1440843329164304384
1146,1440843183991058438
1147,1440843080723173376
1148,1440842881023938569
1149,1440842752732721154
1150,1440842677147209735
1151,1440841462325792776
1152,1440835550676586502
1153,1440832262241587210
1154,1440832190938374148
1155,1440831864537710600
1156,1440831551944626191
1157,1440830924548046850
1158,1440828537640927237
1159,1440828391553265670
1160,1440828173495595013
1161,1440828021192069123
1162,1440827978112327685
1163,1440822603682250753
1164,1440812386349248512
1165,1440812077644349445
1166,1440812043800494081
1167,1440811971251630088
1168,1440811796869234690
1169,1440811738568421382
1170,1440811508649193473
1171,1440811444363153413
1172,1440811216893472773
1173,1440811085108441091
1174,1440810737107030020
1175,1440810611701477380
1176,1440810357996482564
1177,1440810182209007617
1178,1440809621342470144
1179,1440809597569142785
1180,1440808952078344197
1181,1440808657688481802
1182,1440808182582939648
1183,1440808055017410560
1184,1440807997769351168
1185,1440807891032698891
1186,1440806676546801665
1187,1440806579318648834
1188,1440806461261561866
1189,1440806362229841920
1190,1440806214707777536
1191,1440806111683092488
1192,1440805882837692419
1193,1440805802722267138
1194,1440805457300365318
1195,1440805059202203651
1196,1440805032547422211
1197,1440804791903350788
1198,1440803768937836544
1199,1440803713254260741
1200,1440803688226844672
1201,1440803415806799874
1202,1440803354888704001
1203,1440802345994964992
1204,1440802267595083784
1205,1440802161827336200
1206,1440802040725192705
1207,1440801878787301384
1208,1440801744871518209
1209,1440801601212452864
1210,1440800716298153997
1211,1440800535859236867
1212,1440800492314005504
1213,1440799989244985344
1214,1440799828821241861
1215,1440799673950760967
1216,1440797614924918787
1217,1440797203325280256
1218,1440797141631324162
1219,1440797092687929348
1220,1440795262654443522
1221,1440795015001772033
1222,1440794960211550213
1223,1440794916011999233
1224,1440794527086702596
1225,1440794418542366720
1226,1440794232663384071
1227,1440793073764614144
1228,1440793038587002882
1229,1440793018156531712
1230,1440792475518390279
1231,1440792371357122569
1232,1440791269333078026
1233,1440779390405603330
1234,1440779377533337603
1235,1440779299364106252
1236,1440778978877341704
1237,1440778938557480965
1238,1440778919452446725
1239,1440778878503452672
1240,1440778767236952066
1241,1440778719891652613
1242,1440778686072979459
1243,1440778553558061065
1244,1440778137021734918
1245,1440778020403363840
1246,1440777965852237825
1247,1440777914153267201
1248,1440777819898867714
1249,1440761048160604160
1250,1440761028468375564
1251,1440757308984725514
1252,1440757253007548416
1253,1440757199660224513
1254,1440756864308834312
1255,1440756746918584321
1256,1440756649459785733
1257,1440756280855957504
1258,1440756217802944512
1259,1440756035724066826
1260,1440755956019654656
1261,1440755868287451142
1262,1440755501734645765
1263,1440755470730366977
1264,1440755393672597511
1265,1440755207281909769
1266,1440755131729862656
1267,1440751588528689159
1268,1440751551404859392
1269,1440751476532408321
1270,1440751448883548166
1271,1440751400732925952
1272,1440751320680452099
1273,1440751282461937670
1274,1440751076819419137
1275,1440750754944352267
1276,1440750736153866240
1277,1440749138690265091
1278,1440747751369678848
1279,1440747611682603016
1280,1440743076398436355
1281,1440742835788005381
1282,1440742609413021701
1283,1440742579818008583
1284,1440742529540919296
1285,1440742414541410304
1286,1440742033384083458
1287,1440741872222171151
1288,1440741805243310089
1289,1440741691418288136
1290,1440723522788102152
1291,1440722963590909957
1292,1440722851934314498
1293,1440721987639205898
1294,1440721965770100740
1295,1440721903077838857
1296,1440721786811785221
1297,1440718981522812938
1298,1440718899352248327
1299,1440714248791871492
1300,1440711156344057871
1301,1440709241610719237
1302,1440708756749176846
1303,1440708653321887766
1304,1440708415676829705
1305,1440706573899157521
1306,1440705700926091275
1307,1440705555304116237
1308,1440705487775797251
1309,1440704805337382919
1310,1440704663687340041
1311,1440704397059575812
1312,1440704290981494797
1313,1440703877469249547
1314,1440565222926786562
1315,1440564983557865472
1316,1440564962460516353
1317,1440564870571704325
1318,1440564579235336196
1319,1440564497358331913
1320,1440564178587058187
1321,1440564162178928642
1322,1440564044016979975
1323,1440563157295001603
1324,1440563071622135815
1325,1440561579221602308
1326,1440561175943516164
1327,1440559426792943622
1328,1440558792593137666
1329,1440557829132197894
1330,1440536482440048641
1331,1440536467667783687
1332,1440536189581217792
1333,1440535640509059072
1334,1440535359226478593
1335,1440513944976695302
1336,1440512878188978178
1337,1440512543865200641
1338,1440496407916335119
1339,1440490935981207558
1340,1440490695991595008
1341,1440487495519535104
1342,1440486910216966146
1343,1440486101752311808
1344,1440485923636924419
1345,1440485603930300424
1346,1440485220772311054
1347,1440484913925345280
1348,1440484883608997896
1349,1440484674204147721
1350,1440482627312488458
1351,1440477366510243843
1352,1440477289020485636
1353,1440477227146047491
1354,1440475956385177617
1355,1440475528813682696
1356,1440475360764653576
1357,1440472062120792074
1358,1440470761592946690
1359,1440470605736775685
1360,1440470006316158994
1361,1440469973948768259
1362,1440468741549035526
